word;ipa;parameter;description;alternative;comment;translation;glottocode;source
ʔís·ak-ko·-ŋ;;3pl_m_p;3rd plural gender1 possessive;;;;daur1238;
ʔís·ak-ko·;;3pl_f_a;3rd plural gender2 transitive subject;;;they (personal);daur1238;
ʔís·ak-ko·;;3pl_f_s;3rd plural gender2 intransitive subject;;;they (personal);daur1238;
ʔís·ak-ko·-y;;3pl_f_o;3rd plural gender2 transitive object;;;;daur1238;
ʔís·ak-ko·-ŋ;;3pl_f_p;3rd plural gender2 possessive;;;;daur1238;
ʔís·ak-ko·;;3pl_n_a;3rd plural gender3 transitive subject;;;they (personal);daur1238;
ʔís·ak-ko·;;3pl_n_s;3rd plural gender3 intransitive subject;;;they (personal);daur1238;
ʔís·ak-ko·-y;;3pl_n_o;3rd plural gender3 transitive object;;;;daur1238;
ʔís·ak-ko·-ŋ;;3pl_n_p;3rd plural gender3 possessive;;;;daur1238;
ʔís·a·k;;3sg_n_a;3rd singular gender3 transitive subject;;;he, she, it;daur1238;
ʔís·a·k;;3sg_n_s;3rd singular gender3 intransitive subject;;;he, she, it;daur1238;
ʔís·ak-ï·-y;;3sg_n_o;3rd singular gender3 transitive object;;;he, she, it Obj.;daur1238;
ʔís·ak-ï·-ŋ;;3sg_n_p;3rd singular gender3 possessive;;;he, she, it Poss.;daur1238;
